Series Name,"Series Code","Country Name","Country Code","2018 [YR2018]"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Niger","NER","2.59500788269853"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Nigeria","NGA","2.74737700532743"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","North Macedonia","MKD","13.6701813815648"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Northern Mariana Islands","MNP","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Norway","NOR","17.0492221563211"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Oman","OMN","2.39278695625796"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Pakistan","PAK","4.31277431133756"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Palau","PLW","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Panama","PAN","8.10473107966757"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Papua New Guinea","PNG","3.44526925145617"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Paraguay","PRY","6.43021500946081"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Peru","PER","8.08839279183076"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Philippines","PHL","5.12256876829946"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Poland","POL","17.5178167625452"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Portugal","PRT","21.9538575375873"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Puerto Rico","PRI","18.6748502103569"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Qatar","QAT","1.3700703387375"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Romania","ROU","18.3387013938296"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Russian Federation","RUS","14.6747083203719"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Rwanda","RWA","2.9381960775388"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Samoa","WSM","4.80041197375197"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","San Marino","SMR","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sao Tome and Principe","STP","2.9256781090661"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Saudi Arabia","SAU","3.31408802294981"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Senegal","SEN","3.08682370101833"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Serbia","SRB","18.3457926916963"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Seychelles","SYC","7.59454560435034"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sierra Leone","SLE","2.96655621131612"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Singapore","SGP","11.4633801933791"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sint Maarten (Dutch part)","SXM","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Slovak Republic","SVK","15.629246504777"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Slovenia","SVN","19.6068796541788"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Solomon Islands","SLB","3.59895045928894"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Somalia","SOM","2.87331094294556"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","South Africa","ZAF","5.31800500542302"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","South Sudan","SSD","3.39848287985152"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Spain","ESP","19.3785075224995"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sri Lanka","LKA","10.4732197537841"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","St. Kitts and Nevis","KNA","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","St. Lucia","LCA","9.80653035642617"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","St. Martin (French part)","MAF","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","St. Vincent and the Grenadines","VCT","9.58978686338024"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sudan","SDN","3.58116052825144"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Suriname","SUR","6.90636990225525"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sweden","SWE","20.0955249278002"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Switzerland","CHE","18.6232165647717"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Syrian Arab Republic","SYR","4.50312442147583"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Tajikistan","TJK","3.02188755207627"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Tanzania","TZA","2.60129917835952"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Thailand","THA","11.9008931395893"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Timor-Leste","TLS","4.31649229400603"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Togo","TGO","2.86946801108822"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Tonga","TON","5.95366144364662"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Trinidad and Tobago","TTO","10.7349535163324"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Tunisia","TUN","8.31567907898877"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Turkey","TUR","8.4832129399716"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Turkmenistan","TKM","4.42663446194014"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Turks and Caicos Islands","TCA","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Tuvalu","TUV","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Uganda","UGA","1.94098692046317"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Ukraine","UKR","16.4346864392016"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","United Arab Emirates","ARE","1.08500098484481"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","United Kingdom","GBR","18.3958656741466"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","United States","USA","15.8076540556035"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Uruguay","URY","14.8145195308593"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Uzbekistan","UZB","4.4191378781364"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Vanuatu","VUT","3.64015306819735"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Venezuela, RB","VEN","7.26698662012597"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Vietnam","VNM","7.2749782978793"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Virgin Islands (U.S.)","VIR","19.2883072220099"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","West Bank and Gaza","PSE","3.13330573708009"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Yemen, Rep.","YEM","2.87626975604452"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Zambia","ZMB","2.09967802593266"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Zimbabwe","ZWE","2.93952365300113"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Arab World","ARB","4.55787642361103"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Caribbean small states","CSS","8.79665874897365"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Central Europe and the Baltics","CEB","18.4601184961471"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Early-demographic dividend","EAR","5.8178056840413"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","East Asia & Pacific","EAS","10.7443580041224"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","East Asia & Pacific (excluding high income)","EAP","9.49623787364322"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","East Asia & Pacific (IDA & IBRD countries)","TEA","9.49824756454622"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Euro area","EMU","20.6002875939103"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Europe & Central Asia","ECS","16.3488906043948"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Europe & Central Asia (excluding high income)","ECA","12.0469773953365"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Europe & Central Asia (IDA & IBRD countries)","TEC","12.5755989186922"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","European Union","EUU","20.1631001653263"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Fragile and conflict affected situations","FCS","3.382472467459"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Heavily indebted poor countries (HIPC)","HPC","3.02840923793326"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","High income","HIC","17.9320439329727"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","IBRD only","IBD","8.48378013902042"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","IDA & IBRD total","IBT","7.22482074084979"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","IDA blend","IDB","3.4988603827318"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","IDA only","IDX","3.58759259082614"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","IDA total","IDA","3.55749115143391"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Late-demographic dividend","LTE","10.7232529863456"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Latin America & Caribbean","LCN","8.43830607177221"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Latin America & Caribbean (excluding high income)","LAC","8.24270282039559"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Latin America & the Caribbean (IDA & IBRD countries)","TLA","8.25620923692216"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Least developed countries: UN classification","LDC","3.5402491059174"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Low & middle income","LMY","7.15665123057303"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Low income","LIC","3.29117165297115"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Lower middle income","LMC","5.52941547318043"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Middle East & North Africa","MEA","5.18216135597133"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Middle East & North Africa (excluding high income)","MNA","5.37543637508798"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Middle East & North Africa (IDA & IBRD countries)","TMN","5.40251473043988"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Middle income","MIC","7.63701466475014"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","North America","NAC","15.9525773634698"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Not classified","INX","NA"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","OECD members","OED","17.1186184107216"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Other small states","OSS","5.49246578300642"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Pacific island small states","PSS","4.53731737663538"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Post-demographic dividend","PST","18.9545169673224"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Pre-demographic dividend","PRE","2.75381363776434"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Small states","SST","6.02956944874001"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","South Asia","SAS","5.84056048177619"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","South Asia (IDA & IBRD)","TSA","5.84056048177619"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sub-Saharan Africa","SSF","2.98770560654484"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sub-Saharan Africa (excluding high income)","SSA","2.98729217395572"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2.98770560654484"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","Upper middle income","UMC","10.0379487990588"
Population ages 65 and above (% of total population),"SP.POP.65UP.TO.ZS","World","WLD","8.87344224397751"
Population density (people per sq. km of land area),"EN.POP.DNST","Afghanistan","AFG","56.937760009803"
Population density (people per sq. km of land area),"EN.POP.DNST","Albania","ALB","104.612262773723"
Population density (people per sq. km of land area),"EN.POP.DNST","Algeria","DZA","17.7300750711665"
Population density (people per sq. km of land area),"EN.POP.DNST","American Samoa","ASM","277.325"
Population density (people per sq. km of land area),"EN.POP.DNST","Andorra","AND","163.842553191489"
Population density (people per sq. km of land area),"EN.POP.DNST","Angola","AGO","24.7130520574316"
Population density (people per sq. km of land area),"EN.POP.DNST","Antigua and Barbuda","ATG","218.831818181818"
Population density (people per sq. km of land area),"EN.POP.DNST","Argentina","ARG","16.2585100979651"
Population density (people per sq. km of land area),"EN.POP.DNST","Armenia","ARM","103.680224798033"
Population density (people per sq. km of land area),"EN.POP.DNST","Aruba","ABW","588.027777777778"
Population density (people per sq. km of land area),"EN.POP.DNST","Australia","AUS","3.24912948744283"
Population density (people per sq. km of land area),"EN.POP.DNST","Austria","AUT","107.206926667578"
Population density (people per sq. km of land area),"EN.POP.DNST","Azerbaijan","AZE","120.265319946776"
Population density (people per sq. km of land area),"EN.POP.DNST","Bahamas, The","BHS","38.5254745254745"
Population density (people per sq. km of land area),"EN.POP.DNST","Bahrain","BHR","2017.27369979138"
Population density (people per sq. km of land area),"EN.POP.DNST","Bangladesh","BGD","1239.57931166936"
Population density (people per sq. km of land area),"EN.POP.DNST","Barbados","BRB","666.606976744186"
Population density (people per sq. km of land area),"EN.POP.DNST","Belarus","BLR","46.7287999040892"
Population density (people per sq. km of land area),"EN.POP.DNST","Belgium","BEL","377.214927344782"
Population density (people per sq. km of land area),"EN.POP.DNST","Belize","BLZ","16.7939938623411"
Population density (people per sq. km of land area),"EN.POP.DNST","Benin","BEN","101.853919829727"
Population density (people per sq. km of land area),"EN.POP.DNST","Bermuda","BMU","1184.59257167194"
Population density (people per sq. km of land area),"EN.POP.DNST","Bhutan","BTN","19.7775277714448"
Population density (people per sq. km of land area),"EN.POP.DNST","Bolivia","BOL","10.4801458506416"
Population density (people per sq. km of land area),"EN.POP.DNST","Bosnia and Herzegovina","BIH","64.92048828125"
Population density (people per sq. km of land area),"EN.POP.DNST","Botswana","BWA","3.97742487604327"
Population density (people per sq. km of land area),"EN.POP.DNST","Brazil","BRA","25.0617162430876"
Population density (people per sq. km of land area),"EN.POP.DNST","British Virgin Islands","VGB","198.68"
Population density (people per sq. km of land area),"EN.POP.DNST","Brunei Darussalam","BRN","81.3969639468691"
Population density (people per sq. km of land area),"EN.POP.DNST","Bulgaria","BGR","64.7035372144436"
Population density (people per sq. km of land area),"EN.POP.DNST","Burkina Faso","BFA","72.1912828947368"
Population density (people per sq. km of land area),"EN.POP.DNST","Burundi","BDI","435.178271028037"
Population density (people per sq. km of land area),"EN.POP.DNST","Cabo Verde","CPV","134.929776674938"
Population density (people per sq. km of land area),"EN.POP.DNST","Cambodia","KHM","92.0564128710628"
Population density (people per sq. km of land area),"EN.POP.DNST","Cameroon","CMR","53.3439889149796"
Population density (people per sq. km of land area),"EN.POP.DNST","Canada","CAN","4.07530821431988"
Population density (people per sq. km of land area),"EN.POP.DNST","Cayman Islands","CYM","267.391666666667"
Population density (people per sq. km of land area),"EN.POP.DNST","Central African Republic","CAF","7.49041221227006"
Population density (people per sq. km of land area),"EN.POP.DNST","Chad","TCD","12.2917336404066"
Population density (people per sq. km of land area),"EN.POP.DNST","Channel Islands","CHI","861.106093786457"
Population density (people per sq. km of land area),"EN.POP.DNST","Chile","CHL","25.1894460666519"
Population density (people per sq. km of land area),"EN.POP.DNST","China","CHN","148.348833270666"
Population density (people per sq. km of land area),"EN.POP.DNST","Colombia","COL","44.7487021180712"
Population density (people per sq. km of land area),"EN.POP.DNST","Comoros","COM","447.244477540227"
Population density (people per sq. km of land area),"EN.POP.DNST","Congo, Dem. Rep.","COD","37.0825923557045"
Population density (people per sq. km of land area),"EN.POP.DNST","Congo, Rep.","COG","15.3568462664715"
Population density (people per sq. km of land area),"EN.POP.DNST","Costa Rica","CRI","97.9130630630631"
Population density (people per sq. km of land area),"EN.POP.DNST","Cote d'Ivoire","CIV","78.8340534591195"
Population density (people per sq. km of land area),"EN.POP.DNST","Croatia","HRV","73.0771979985704"
Population density (people per sq. km of land area),"EN.POP.DNST","Cuba","CUB","108.999596231494"
Population density (people per sq. km of land area),"EN.POP.DNST","Curacao","CUW","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Cyprus","CYP","128.708333333333"
Population density (people per sq. km of land area),"EN.POP.DNST","Czech Republic","CZE","137.602887852888"
Population density (people per sq. km of land area),"EN.POP.DNST","Denmark","DNK","138.067301738509"
Population density (people per sq. km of land area),"EN.POP.DNST","Djibouti","DJI","41.3684210526316"
Population density (people per sq. km of land area),"EN.POP.DNST","Dominica","DMA","95.5"
Population density (people per sq. km of land area),"EN.POP.DNST","Dominican Republic","DOM","219.97857586421"
Population density (people per sq. km of land area),"EN.POP.DNST","Ecuador","ECU","68.7886817522951"
Population density (people per sq. km of land area),"EN.POP.DNST","Egypt, Arab Rep.","EGY","98.8734692852479"
Population density (people per sq. km of land area),"EN.POP.DNST","El Salvador","SLV","309.881467181467"
Population density (people per sq. km of land area),"EN.POP.DNST","Equatorial Guinea","GNQ","46.6657397504456"
Population density (people per sq. km of land area),"EN.POP.DNST","Eritrea","ERI","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Estonia","EST","30.3861053600184"
Population density (people per sq. km of land area),"EN.POP.DNST","Eswatini","SWZ","66.0576162790698"
Population density (people per sq. km of land area),"EN.POP.DNST","Ethiopia","ETH","109.224559"
Population density (people per sq. km of land area),"EN.POP.DNST","Faroe Islands","FRO","34.7399698278226"
Population density (people per sq. km of land area),"EN.POP.DNST","Fiji","FJI","48.3570333880679"
Population density (people per sq. km of land area),"EN.POP.DNST","Finland","FIN","18.1568556480537"
Population density (people per sq. km of land area),"EN.POP.DNST","France","FRA","122.338395739199"
Population density (people per sq. km of land area),"EN.POP.DNST","French Polynesia","PYF","75.8685792349727"
Population density (people per sq. km of land area),"EN.POP.DNST","Gabon","GAB","8.22476423332169"
Population density (people per sq. km of land area),"EN.POP.DNST","Gambia, The","GMB","225.30652173913"
Population density (people per sq. km of land area),"EN.POP.DNST","Georgia","GEO","65.2752020714511"
Population density (people per sq. km of land area),"EN.POP.DNST","Germany","DEU","237.3709697733"
Population density (people per sq. km of land area),"EN.POP.DNST","Ghana","GHA","130.821429199262"
Population density (people per sq. km of land area),"EN.POP.DNST","Gibraltar","GIB","3371.8"
Population density (people per sq. km of land area),"EN.POP.DNST","Greece","GRC","83.2247323506594"
Population density (people per sq. km of land area),"EN.POP.DNST","Greenland","GRL","0.136496528200755"
Population density (people per sq. km of land area),"EN.POP.DNST","Grenada","GRD","327.805882352941"
Population density (people per sq. km of land area),"EN.POP.DNST","Guam","GUM","306.977777777778"
Population density (people per sq. km of land area),"EN.POP.DNST","Guatemala","GTM","160.953779395297"
Population density (people per sq. km of land area),"EN.POP.DNST","Guinea","GIN","50.5222122741332"
Population density (people per sq. km of land area),"EN.POP.DNST","Guinea-Bissau","GNB","66.6539473684211"
Population density (people per sq. km of land area),"EN.POP.DNST","Guyana","GUY","3.95734823469647"
Population density (people per sq. km of land area),"EN.POP.DNST","Haiti","HTI","403.59854862119"
Population density (people per sq. km of land area),"EN.POP.DNST","Honduras","HND","85.6870319063366"
Population density (people per sq. km of land area),"EN.POP.DNST","Hong Kong SAR, China","HKG","7096.19047619048"
Population density (people per sq. km of land area),"EN.POP.DNST","Hungary","HUN","107.906605545123"
Population density (people per sq. km of land area),"EN.POP.DNST","Iceland","ISL","3.52692269326683"
Population density (people per sq. km of land area),"EN.POP.DNST","India","IND","454.938072575247"
Population density (people per sq. km of land area),"EN.POP.DNST","Indonesia","IDN","147.75219008926"
Population density (people per sq. km of land area),"EN.POP.DNST","Iran, Islamic Rep.","IRN","50.222420123284"
Population density (people per sq. km of land area),"EN.POP.DNST","Iraq","IRQ","88.5305700354617"
Population density (people per sq. km of land area),"EN.POP.DNST","Ireland","IRL","70.452983016403"
Population density (people per sq. km of land area),"EN.POP.DNST","Isle of Man","IMN","147.50350877193"
Population density (people per sq. km of land area),"EN.POP.DNST","Israel","ISR","410.526802218115"
Population density (people per sq. km of land area),"EN.POP.DNST","Italy","ITA","205.450747943156"
Population density (people per sq. km of land area),"EN.POP.DNST","Jamaica","JAM","270.993074792244"
Population density (people per sq. km of land area),"EN.POP.DNST","Japan","JPN","347.073458415624"
Population density (people per sq. km of land area),"EN.POP.DNST","Jordan","JOR","112.14249831043"
Population density (people per sq. km of land area),"EN.POP.DNST","Kazakhstan","KAZ","6.76982590658221"
Population density (people per sq. km of land area),"EN.POP.DNST","Kenya","KEN","90.2994166637383"
Population density (people per sq. km of land area),"EN.POP.DNST","Kiribati","KIR","143.020987654321"
Population density (people per sq. km of land area),"EN.POP.DNST","Korea, Dem. People’s Rep.","PRK","212.190175234615"
Population density (people per sq. km of land area),"EN.POP.DNST","Korea, Rep.","KOR","529.652103632681"
Population density (people per sq. km of land area),"EN.POP.DNST","Kosovo","XKX","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Kuwait","KWT","232.172222222222"
Population density (people per sq. km of land area),"EN.POP.DNST","Kyrgyz Republic","KGZ","32.9290928050052"
Population density (people per sq. km of land area),"EN.POP.DNST","Lao PDR","LAO","30.5957842287695"
Population density (people per sq. km of land area),"EN.POP.DNST","Latvia","LVA","30.9833065294307"
Population density (people per sq. km of land area),"EN.POP.DNST","Lebanon","LBN","669.494134897361"
Population density (people per sq. km of land area),"EN.POP.DNST","Lesotho","LSO","69.437812911726"
Population density (people per sq. km of land area),"EN.POP.DNST","Liberia","LBR","50.0309073920266"
Population density (people per sq. km of land area),"EN.POP.DNST","Libya","LBY","3.79563238119054"
Population density (people per sq. km of land area),"EN.POP.DNST","Liechtenstein","LIE","236.9375"
Population density (people per sq. km of land area),"EN.POP.DNST","Lithuania","LTU","44.5313513780643"
Population density (people per sq. km of land area),"EN.POP.DNST","Luxembourg","LUX","250.093827160494"
Population density (people per sq. km of land area),"EN.POP.DNST","Macao SAR, China","MAC","20777.5002607232"
Population density (people per sq. km of land area),"EN.POP.DNST","Madagascar","MDG","45.1398556204881"
Population density (people per sq. km of land area),"EN.POP.DNST","Malawi","MWI","192.440761561307"
Population density (people per sq. km of land area),"EN.POP.DNST","Malaysia","MYS","95.9628214883579"
Population density (people per sq. km of land area),"EN.POP.DNST","Maldives","MDV","1718.98666666667"
Population density (people per sq. km of land area),"EN.POP.DNST","Mali","MLI","15.635015858186"
Population density (people per sq. km of land area),"EN.POP.DNST","Malta","MLT","1511.03125"
Population density (people per sq. km of land area),"EN.POP.DNST","Marshall Islands","MHL","324.516666666667"
Population density (people per sq. km of land area),"EN.POP.DNST","Mauritania","MRT","4.27216357815077"
Population density (people per sq. km of land area),"EN.POP.DNST","Mauritius","MUS","623.30197044335"
Population density (people per sq. km of land area),"EN.POP.DNST","Mexico","MEX","64.9146264050001"
Population density (people per sq. km of land area),"EN.POP.DNST","Micronesia, Fed. Sts.","FSM","160.914285714286"
Population density (people per sq. km of land area),"EN.POP.DNST","Moldova","MDA","123.51980353224"
Population density (people per sq. km of land area),"EN.POP.DNST","Monaco","MCO","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Mongolia","MNG","2.04060866654651"
Population density (people per sq. km of land area),"EN.POP.DNST","Montenegro","MNE","46.2710037174721"
Population density (people per sq. km of land area),"EN.POP.DNST","Morocco","MAR","80.7285189334528"
Population density (people per sq. km of land area),"EN.POP.DNST","Mozambique","MOZ","37.508535313716"
Population density (people per sq. km of land area),"EN.POP.DNST","Myanmar","MMR","82.2386154835549"
Population density (people per sq. km of land area),"EN.POP.DNST","Namibia","NAM","2.97374558175127"
Population density (people per sq. km of land area),"EN.POP.DNST","Nauru","NRU","635.2"
Population density (people per sq. km of land area),"EN.POP.DNST","Nepal","NPL","195.939107080572"
Population density (people per sq. km of land area),"EN.POP.DNST","Netherlands","NLD","511.457910359157"
Population density (people per sq. km of land area),"EN.POP.DNST","New Caledonia","NCL","15.5393873085339"
Population density (people per sq. km of land area),"EN.POP.DNST","New Zealand","NZL","18.5541756864532"
Population density (people per sq. km of land area),"EN.POP.DNST","Nicaragua","NIC","53.7270483629716"
Population density (people per sq. km of land area),"EN.POP.DNST","Niger","NER","17.7176505881424"
Population density (people per sq. km of land area),"EN.POP.DNST","Nigeria","NGA","215.064988965381"
Population density (people per sq. km of land area),"EN.POP.DNST","North Macedonia","MKD","82.5915146708961"
Population density (people per sq. km of land area),"EN.POP.DNST","Northern Mariana Islands","MNP","123.65652173913"
Population density (people per sq. km of land area),"EN.POP.DNST","Norway","NOR","14.5549195374975"
Population density (people per sq. km of land area),"EN.POP.DNST","Oman","OMN","15.6041453957997"
Population density (people per sq. km of land area),"EN.POP.DNST","Pakistan","PAK","275.289318700706"
Population density (people per sq. km of land area),"EN.POP.DNST","Palau","PLW","38.9282608695652"
Population density (people per sq. km of land area),"EN.POP.DNST","Panama","PAN","56.1860774818402"
Population density (people per sq. km of land area),"EN.POP.DNST","Papua New Guinea","PNG","19.0043633794109"
Population density (people per sq. km of land area),"EN.POP.DNST","Paraguay","PRY","17.5083589227284"
Population density (people per sq. km of land area),"EN.POP.DNST","Peru","PER","24.99160625"
Population density (people per sq. km of land area),"EN.POP.DNST","Philippines","PHL","357.688305329175"
Population density (people per sq. km of land area),"EN.POP.DNST","Poland","POL","124.035886214442"
Population density (people per sq. km of land area),"EN.POP.DNST","Portugal","PRT","112.23945350807"
Population density (people per sq. km of land area),"EN.POP.DNST","Puerto Rico","PRI","360.220180383315"
Population density (people per sq. km of land area),"EN.POP.DNST","Qatar","QAT","239.593195521103"
Population density (people per sq. km of land area),"EN.POP.DNST","Romania","ROU","84.6398470097357"
Population density (people per sq. km of land area),"EN.POP.DNST","Russian Federation","RUS","8.82207955488442"
Population density (people per sq. km of land area),"EN.POP.DNST","Rwanda","RWA","498.659870287799"
Population density (people per sq. km of land area),"EN.POP.DNST","Samoa","WSM","69.3038869257951"
Population density (people per sq. km of land area),"EN.POP.DNST","San Marino","SMR","563.083333333333"
Population density (people per sq. km of land area),"EN.POP.DNST","Sao Tome and Principe","STP","219.820833333333"
Population density (people per sq. km of land area),"EN.POP.DNST","Saudi Arabia","SAU","15.6766543082956"
Population density (people per sq. km of land area),"EN.POP.DNST","Senegal","SEN","82.3474783150678"
Population density (people per sq. km of land area),"EN.POP.DNST","Serbia","SRB","79.8317402241024"
Population density (people per sq. km of land area),"EN.POP.DNST","Seychelles","SYC","210.352173913043"
Population density (people per sq. km of land area),"EN.POP.DNST","Sierra Leone","SLE","105.987170961485"
